feature,level,n,wins,places,win_rate_pct,place_rate_pct,win_lift,place_lift
近3仗平均名次(逐0.5),10.00+,16999,322,1238,1.9,7.3,0.248,0.318
生涯勝率(逐2%),0.00-0.02,45411,2828,9023,6.2,19.9,0.813,0.866
生涯勝率(逐2%),0.02-0.04,2440,169,533,6.9,21.8,0.906,0.953
生涯勝率(逐2%),0.04-0.06,6626,502,1563,7.6,23.6,0.987,1.025
生涯勝率(逐2%),0.06-0.08,8056,617,1940,7.7,24.1,0.994,1.043
生涯勝率(逐2%),0.08-0.10,7265,447,1593,6.2,21.9,0.792,0.943
生涯勝率(逐2%),0.10-0.12,7497,548,1702,7.3,22.7,0.929,0.963
生涯勝率(逐2%),0.12-0.14,5253,346,1130,6.6,21.5,0.826,0.901
生涯勝率(逐2%),0.14-0.16,4366,333,1065,7.6,24.4,0.953,1.019
生涯勝率(逐2%),0.16-0.18,3464,282,886,8.1,25.6,1.003,1.056
生涯勝率(逐2%),0.18-0.20,1727,121,405,7.0,23.4,0.841,0.949
生涯勝率(逐2%),0.20-0.22,2965,252,815,8.5,27.5,1.034,1.125
生涯勝率(逐2%),0.22-0.24,1524,158,417,10.4,27.4,1.225,1.086
生涯勝率(逐2%),0.24-0.26,2087,265,719,12.7,34.4,1.556,1.417
生涯勝率(逐2%),0.26-0.28,826,66,211,8.0,25.5,0.908,0.984
生涯勝率(逐2%),0.28-0.30,799,104,275,13.0,34.4,1.519,1.355
生涯勝率(逐2%),0.30-0.32,696,64,210,9.2,30.2,1.047,1.162
生涯勝率(逐2%),0.32-0.34,1763,277,694,15.7,39.4,1.921,1.619
生涯勝率(逐2%),0.34-0.36,196,23,70,11.7,35.7,1.264,1.294
生涯勝率(逐2%),0.36+,5100,1188,2601,23.3,51.0,2.732,2.019
生涯上名率(逐5%),0.00-0.05,26304,919,3327,3.5,12.6,0.456,0.551
生涯上名率(逐5%),0.05-0.10,3477,232,781,6.7,22.5,0.879,0.986
生涯上名率(逐5%),0.10-0.15,7499,554,1689,7.4,22.5,0.97,0.986
生涯上名率(逐5%),0.15-0.20,7689,537,1746,7.0,22.7,0.914,0.99
生涯上名率(逐5%),0.20-0.25,10276,735,2297,7.2,22.4,0.927,0.966
生涯上名率(逐5%),0.25-0.30,12703,949,3028,7.5,23.8,0.96,1.022
生涯上名率(逐5%),0.30-0.35,9227,718,2227,7.8,24.1,0.989,1.025
生涯上名率(逐5%),0.35-0.40,5460,393,1339,7.2,24.5,0.897,1.023
生涯上名率(逐5%),0.40-0.45,5879,526,1644,9.0,28.0,1.105,1.157
生涯上名率(逐5%),0.45-0.50,2458,196,650,8.0,26.4,0.949,1.06
生涯上名率(逐5%),0.50-0.55,5822,667,2002,11.5,34.4,1.406,1.417
生涯上名率(逐5%),0.55-0.60,2604,301,885,11.6,34.0,1.382,1.368
生涯上名率(逐5%),0.60-0.65,1050,143,373,13.6,35.5,1.573,1.383
生涯上名率(逐5%),0.65-0.70,1949,326,829,16.7,42.5,2.008,1.718
生涯上名率(逐5%),0.70-0.75,554,97,244,17.5,44.0,1.957,1.667
生涯上名率(逐5%),0.75+,5110,1297,2791,25.4,54.6,3.059,2.216
近3仗上名率,0.00-0.33,55236,2370,8526,4.3,15.4,0.553,0.665
近3仗上名率,0.33-0.67,31338,2764,8575,8.8,27.4,1.119,1.161
近3仗上名率,0.67-1.00,14865,1953,5418,13.1,36.4,1.64,1.523
近3仗上名率,1.00-1.33,6622,1503,3333,22.7,50.3,2.785,2.078
近3仗上名率,1.00+,6622,1503,3333,22.7,50.3,2.785,2.078
騎師往績勝率(逐2%),0.00-0.02,2990,106,436,3.6,14.6,0.461,0.633
騎師往績勝率(逐2%),0.02-0.04,6939,230,883,3.3,12.7,0.431,0.552
騎師往績勝率(逐2%),0.04-0.06,27648,1267,4330,4.6,15.7,0.589,0.673
騎師往績勝率(逐2%),0.06-0.08,33126,2124,6995,6.4,21.1,0.815,0.898
騎師往績勝率(逐2%),0.08-0.10,19267,1558,4914,8.1,25.5,1.022,1.08
騎師往績勝率(逐2%),0.10-0.12,5400,537,1556,9.9,28.8,1.26,1.224
騎師往績勝率(逐2%),0.12-0.14,5115,584,1750,11.4,34.2,1.449,1.454
騎師往績勝率(逐2%),0.14-0.16,3810,538,1335,14.1,35.0,1.773,1.474
騎師往績勝率(逐2%),0.16-0.18,5855,1053,2517,18.0,43.0,2.254,1.807
騎師往績勝率(逐2%),0.18-0.20,1065,214,461,20.1,43.3,2.543,1.836
騎師往績勝率(逐2%),0.20-0.22,1922,378,862,19.7,44.8,2.422,1.852
騎師往績勝率(逐2%),0.22-0.24,2056,475,1035,23.1,50.3,2.853,2.091
騎師往績勝率(逐2%),0.24-0.26,98,18,39,18.4,39.8,2.311,1.669
騎師往績勝率(逐2%),0.28+,93,6,18,6.4,19.4,0.821,0.821
騎師往績上名率(逐3%),0.05-0.08,545,18,66,3.3,12.1,0.43,0.525
騎師往績上名率(逐3%),0.08-0.11,1794,47,210,2.6,11.7,0.341,0.508
騎師往績上名率(逐3%),0.11-0.14,4835,144,540,3.0,11.2,0.388,0.486
騎師往績上名率(逐3%),0.14-0.17,8831,309,1145,3.5,13.0,0.452,0.559
騎師往績上名率(逐3%),0.17-0.20,17937,849,2958,4.7,16.5,0.608,0.708
騎師往績上名率(逐3%),0.20-0.23,21692,1261,4309,5.8,19.9,0.745,0.85
騎師往績上名率(逐3%),0.23-0.26,21771,1609,5046,7.4,23.2,0.933,0.98
騎師往績上名率(逐3%),0.26-0.29,11075,932,2909,8.4,26.3,1.069,1.118
騎師往績上名率(逐3%),0.29-0.32,5311,501,1530,9.4,28.8,1.183,1.21
騎師往績上名率(逐3%),0.32-0.35,3393,399,1102,11.8,32.5,1.486,1.376
騎師往績上名率(逐3%),0.35-0.38,4004,485,1400,12.1,35.0,1.512,1.464
騎師往績上名率(逐3%),0.38-0.41,4775,727,1834,15.2,38.4,1.917,1.619
騎師往績上名率(逐3%),0.41-0.44,4336,862,1944,19.9,44.8,2.501,1.893
騎師往績上名率(逐3%),0.44+,4427,923,2059,20.8,46.5,2.583,1.933
練馬師往績勝率(逐2%),0.00-0.02,579,33,113,5.7,19.5,0.716,0.824
練馬師往績勝率(逐2%),0.02-0.04,500,34,107,6.8,21.4,0.889,0.934
練馬師往績勝率(逐2%),0.04-0.06,10801,545,1865,5.1,17.3,0.656,0.749
練馬師往績勝率(逐2%),0.06-0.08,42486,2831,8695,6.7,20.5,0.862,0.885
練馬師往績勝率(逐2%),0.08-0.10,39391,3194,9753,8.1,24.8,1.023,1.046
練馬師往績勝率(逐2%),0.10-0.12,7856,640,1923,8.2,24.5,1.028,1.036
練馬師往績勝率(逐2%),0.12-0.14,7670,924,2507,12.0,32.7,1.477,1.346
練馬師往績勝率(逐2%),0.14-0.16,5475,806,1957,14.7,35.7,1.809,1.473
練馬師往績勝率(逐2%),0.16-0.18,172,20,55,11.6,32.0,1.479,1.356
練馬師往績勝率(逐2%),0.18-0.20,97,13,39,13.4,40.2,1.702,1.714
練馬師往績勝率(逐2%),0.20-0.22,100,10,33,10.0,33.0,1.263,1.389
練馬師往績勝率(逐2%),0.22-0.24,52,9,17,17.3,32.7,2.278,1.434
練馬師往績勝率(逐2%),0.24+,184,25,66,13.6,35.9,1.605,1.435
練馬師往績上名率(逐3%),0.10-0.13,183,10,30,5.5,16.4,0.71,0.723
練馬師往績上名率(逐3%),0.13-0.16,619,43,114,7.0,18.4,0.902,0.798
練馬師往績上名率(逐3%),0.16-0.19,4722,223,786,4.7,16.7,0.621,0.731
練馬師往績上名率(逐3%),0.19-0.22,27261,1661,5306,6.1,19.5,0.79,0.843
練馬師往績上名率(逐3%),0.22-0.25,32843,2460,7360,7.5,22.4,0.962,0.962
練馬師往績上名率(逐3%),0.25-0.28,29569,2331,7275,7.9,24.6,0.991,1.036
練馬師往績上名率(逐3%),0.28-0.31,3972,311,915,7.8,23.0,1.0,0.986
練馬師往績上名率(逐3%),0.31-0.34,5808,646,1735,11.1,29.9,1.358,1.226
練馬師往績上名率(逐3%),0.34-0.37,8433,1151,2963,13.6,35.1,1.676,1.448
練馬師往績上名率(逐3%),0.37-0.40,1213,160,431,13.2,35.5,1.635,1.475
練馬師往績上名率(逐3%),0.40-0.43,166,23,60,13.9,36.1,1.73,1.504
練馬師往績上名率(逐3%),0.43+,309,47,106,15.2,34.3,1.857,1.413
騎練拍檔往績上名率(逐10%),0.00-0.10,10860,413,1515,3.8,14.0,0.494,0.605
騎練拍檔往績上名率(逐10%),0.10-0.20,26047,1187,4148,4.6,15.9,0.589,0.687
騎練拍檔往績上名率(逐10%),0.20-0.30,39585,2595,8581,6.6,21.7,0.833,0.921
騎練拍檔往績上名率(逐10%),0.30-0.40,19419,1920,5615,9.9,28.9,1.244,1.218
騎練拍檔往績上名率(逐10%),0.40-0.50,10765,1772,4311,16.5,40.1,2.057,1.679
騎練拍檔往績上名率(逐10%),0.50-0.60,4926,857,2037,17.4,41.3,2.171,1.732
騎練拍檔往績上名率(逐10%),0.60-0.70,673,110,254,16.3,37.7,2.062,1.594
騎練拍檔往績上名率(逐10%),0.70-0.80,174,33,76,19.0,43.7,2.43,1.873
騎練拍檔往績上名率(逐10%),0.80-0.90,63,9,25,14.3,39.7,1.84,1.704
騎練拍檔往績上名率(逐10%),1.00+,555,54,149,9.7,26.8,1.23,1.141
騎師x呢隻馬過往上名率,0.00-0.25,31390,1567,5573,5.0,17.8,0.644,0.765
騎師x呢隻馬過往上名率,0.25-0.50,9969,728,2401,7.3,24.1,0.926,1.02
騎師x呢隻馬過往上名率,0.50-0.75,12196,1286,3833,10.5,31.4,1.313,1.31
騎師x呢隻馬過往上名率,0.75-1.00,2223,395,1000,17.8,45.0,2.086,1.776
騎師x呢隻馬過往上名率,1.00+,10748,1848,4482,17.2,41.7,2.144,1.744
"習慣前置位(0=最前,1=最後)",0.00-0.10,1153,177,406,15.4,35.2,1.933,1.487
"習慣前置位(0=最前,1=最後)",0.10-0.20,6532,707,1893,10.8,29.0,1.348,1.207
"習慣前置位(0=最前,1=最後)",0.20-0.30,9740,1021,2820,10.5,29.0,1.321,1.22
"習慣前置位(0=最前,1=最後)",0.30-0.40,12074,1157,3345,9.6,27.7,1.217,1.177
"習慣前置位(0=最前,1=最後)",0.40-0.50,13611,1174,3514,8.6,25.8,1.098,1.099
"習慣前置位(0=最前,1=最後)",0.50-0.60,16518,1266,3949,7.7,23.9,0.98,1.022
"習慣前置位(0=最前,1=最後)",0.60-0.70,17247,1283,3985,7.4,23.1,0.953,0.989
"習慣前置位(0=最前,1=最後)",0.70-0.80,15640,1002,3258,6.4,20.8,0.82,0.891
"習慣前置位(0=最前,1=最後)",0.80-0.90,10831,600,1978,5.5,18.3,0.708,0.78
"習慣前置位(0=最前,1=最後)",0.90-1.00,3711,168,596,4.5,16.1,0.581,0.689
"習慣前置位(0=最前,1=最後)",1.00+,1004,35,108,3.5,10.8,0.443,0.459
