rid,date,venue,season,fs,cost,ret,win_pairs,n_in,hit,real
2022-04-20_HV_2,2022-04-20,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-04-20_HV_3,2022-04-20,HV,2021-22,10,60.0,129.1322751900155,3,3,1,False
2022-04-20_HV_4,2022-04-20,HV,2021-22,12,60.0,50.64312030081881,1,2,1,False
2022-04-20_HV_5,2022-04-20,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-04-20_HV_6,2022-04-20,HV,2021-22,11,60.0,0.0,0,1,0,False
2022-04-20_HV_7,2022-04-20,HV,2021-22,10,60.0,0.0,0,1,0,False
2022-04-20_HV_8,2022-04-20,HV,2021-22,11,60.0,178.40630752877286,3,3,1,False
2022-04-20_HV_9,2022-04-20,HV,2021-22,11,60.0,0.0,0,1,0,False
2022-04-24_ST_1,2022-04-24,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-04-24_ST_10,2022-04-24,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-04-24_ST_11,2022-04-24,ST,2021-22,13,60.0,32.84382579739055,1,2,1,False
2022-04-24_ST_2,2022-04-24,ST,2021-22,13,60.0,116.28688618976295,3,3,1,False
2022-04-24_ST_3,2022-04-24,ST,2021-22,11,60.0,59.533188417283235,1,2,1,False
2022-04-24_ST_4,2022-04-24,ST,2021-22,14,60.0,53.10616391331743,1,2,1,False
2022-04-24_ST_5,2022-04-24,ST,2021-22,11,60.0,160.66893798242515,3,3,1,False
2022-04-24_ST_6,2022-04-24,ST,2021-22,10,60.0,34.9678212751324,1,2,1,False
2022-04-24_ST_7,2022-04-24,ST,2021-22,14,60.0,32.84823427377754,1,2,1,False
2022-04-24_ST_8,2022-04-24,ST,2021-22,8,60.0,210.2178940921433,3,3,1,False
2022-04-24_ST_9,2022-04-24,ST,2021-22,10,60.0,0.0,0,1,0,False
2022-04-27_HV_1,2022-04-27,HV,2021-22,7,60.0,80.97277885316694,3,3,1,False
2022-04-27_HV_2,2022-04-27,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-04-27_HV_3,2022-04-27,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-04-27_HV_4,2022-04-27,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-04-27_HV_5,2022-04-27,HV,2021-22,12,60.0,43.77795597349286,1,2,1,False
2022-04-27_HV_6,2022-04-27,HV,2021-22,12,60.0,99.48007438477671,3,3,1,False
2022-04-27_HV_7,2022-04-27,HV,2021-22,11,60.0,121.08954108760214,3,3,1,False
2022-04-27_HV_8,2022-04-27,HV,2021-22,11,60.0,42.047002981421805,1,2,1,False
2022-04-27_HV_9,2022-04-27,HV,2021-22,12,60.0,17.47929461362586,1,2,1,False
2022-05-01_ST_1,2022-05-01,ST,2021-22,7,60.0,141.0999013276139,3,3,1,False
2022-05-01_ST_10,2022-05-01,ST,2021-22,11,60.0,15.619347113528566,1,2,1,False
2022-05-01_ST_11,2022-05-01,ST,2021-22,12,60.0,165.74898215347523,3,3,1,False
2022-05-01_ST_2,2022-05-01,ST,2021-22,14,60.0,66.99295558927662,1,2,1,False
2022-05-01_ST_4,2022-05-01,ST,2021-22,9,60.0,80.81508962366172,3,3,1,False
2022-05-01_ST_5,2022-05-01,ST,2021-22,13,60.0,25.363918899081238,1,2,1,False
2022-05-01_ST_6,2022-05-01,ST,2021-22,14,60.0,45.33470710788258,1,2,1,False
2022-05-01_ST_7,2022-05-01,ST,2021-22,12,60.0,67.5767119653704,1,2,1,False
2022-05-01_ST_8,2022-05-01,ST,2021-22,12,60.0,0.0,0,0,0,False
2022-05-01_ST_9,2022-05-01,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-04_ST_1,2022-05-04,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-05-04_ST_2,2022-05-04,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-05-04_ST_3,2022-05-04,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-04_ST_4,2022-05-04,ST,2021-22,14,60.0,180.12206120698767,3,3,1,False
2022-05-04_ST_5,2022-05-04,ST,2021-22,12,60.0,209.18837089104744,3,3,1,False
2022-05-04_ST_6,2022-05-04,ST,2021-22,14,60.0,34.73260106825065,1,2,1,False
2022-05-04_ST_7,2022-05-04,ST,2021-22,11,60.0,101.67236187570224,1,2,1,False
2022-05-04_ST_8,2022-05-04,ST,2021-22,12,60.0,42.91066758611116,1,2,1,False
2022-05-04_ST_9,2022-05-04,ST,2021-22,12,60.0,86.25228776361384,1,2,1,False
2022-05-07_ST_1,2022-05-07,ST,2021-22,8,60.0,0.0,0,1,0,False
2022-05-07_ST_10,2022-05-07,ST,2021-22,11,60.0,0.0,0,0,0,False
2022-05-07_ST_2,2022-05-07,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-07_ST_3,2022-05-07,ST,2021-22,8,60.0,55.167756090192505,1,2,1,False
2022-05-07_ST_4,2022-05-07,ST,2021-22,12,60.0,56.503223935439806,1,2,1,False
2022-05-07_ST_5,2022-05-07,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-07_ST_6,2022-05-07,ST,2021-22,12,60.0,26.690876909204118,1,2,1,False
2022-05-07_ST_7,2022-05-07,ST,2021-22,10,60.0,0.0,0,1,0,False
2022-05-07_ST_8,2022-05-07,ST,2021-22,10,60.0,133.00905136324107,3,3,1,False
2022-05-07_ST_9,2022-05-07,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-11_HV_1,2022-05-11,HV,2021-22,12,60.0,51.435648947853736,1,2,1,False
2022-05-11_HV_2,2022-05-11,HV,2021-22,10,60.0,141.77229940529148,3,3,1,False
2022-05-11_HV_3,2022-05-11,HV,2021-22,11,60.0,29.18546656085594,1,2,1,False
2022-05-11_HV_4,2022-05-11,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-11_HV_5,2022-05-11,HV,2021-22,12,60.0,32.052410378523746,1,2,1,False
2022-05-11_HV_6,2022-05-11,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-11_HV_7,2022-05-11,HV,2021-22,12,60.0,41.02442086376498,1,2,1,False
2022-05-11_HV_8,2022-05-11,HV,2021-22,11,60.0,56.89821474348946,1,2,1,False
2022-05-11_HV_9,2022-05-11,HV,2021-22,12,60.0,223.18905206925848,3,3,1,False
2022-05-15_ST_1,2022-05-15,ST,2021-22,12,60.0,157.529098299868,3,3,1,False
2022-05-15_ST_10,2022-05-15,ST,2021-22,12,60.0,64.30738251230615,1,2,1,False
2022-05-15_ST_2,2022-05-15,ST,2021-22,9,60.0,41.22030745212956,1,2,1,False
2022-05-15_ST_3,2022-05-15,ST,2021-22,7,60.0,0.0,0,1,0,False
2022-05-15_ST_4,2022-05-15,ST,2021-22,14,60.0,223.26889852557252,3,3,1,False
2022-05-15_ST_5,2022-05-15,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-05-15_ST_6,2022-05-15,ST,2021-22,12,60.0,180.64037197917537,3,3,1,False
2022-05-15_ST_7,2022-05-15,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-15_ST_8,2022-05-15,ST,2021-22,11,60.0,0.0,0,1,0,False
2022-05-15_ST_9,2022-05-15,ST,2021-22,12,60.0,0.0,0,0,0,False
2022-05-18_HV_1,2022-05-18,HV,2021-22,12,60.0,72.21334239712866,1,2,1,False
2022-05-18_HV_2,2022-05-18,HV,2021-22,12,60.0,42.73815495677962,1,2,1,False
2022-05-18_HV_3,2022-05-18,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-18_HV_4,2022-05-18,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-18_HV_5,2022-05-18,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-18_HV_6,2022-05-18,HV,2021-22,12,60.0,50.52304251697113,1,2,1,False
2022-05-18_HV_7,2022-05-18,HV,2021-22,11,60.0,42.95103996459132,1,2,1,False
2022-05-18_HV_8,2022-05-18,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-05-18_HV_9,2022-05-18,HV,2021-22,12,60.0,46.63575862893651,1,2,1,False
2022-05-22_ST_10,2022-05-22,ST,2021-22,12,60.0,0.0,0,0,0,False
2022-05-22_ST_11,2022-05-22,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-22_ST_2,2022-05-22,ST,2021-22,13,60.0,32.33474669312979,1,2,1,False
2022-05-22_ST_3,2022-05-22,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-05-22_ST_4,2022-05-22,ST,2021-22,14,60.0,73.56566739544208,1,2,1,False
2022-05-22_ST_5,2022-05-22,ST,2021-22,13,60.0,71.27596326499484,1,2,1,False
2022-05-22_ST_6,2022-05-22,ST,2021-22,10,60.0,31.142693208248716,1,2,1,False
2022-05-22_ST_7,2022-05-22,ST,2021-22,13,60.0,55.531451703305656,1,2,1,False
2022-05-22_ST_8,2022-05-22,ST,2021-22,10,60.0,113.69472163568912,3,3,1,False
2022-05-22_ST_9,2022-05-22,ST,2021-22,11,60.0,185.969691664416,3,3,1,False
2022-05-25_HV_1,2022-05-25,HV,2021-22,8,60.0,0.0,0,1,0,False
2022-05-25_HV_2,2022-05-25,HV,2021-22,12,60.0,0.0,0,0,0,False
2022-05-25_HV_3,2022-05-25,HV,2021-22,7,60.0,28.136786601303882,1,2,1,False
2022-05-25_HV_4,2022-05-25,HV,2021-22,11,60.0,95.68872540293847,1,2,1,False
2022-05-25_HV_5,2022-05-25,HV,2021-22,12,60.0,61.94809530656709,1,2,1,False
2022-05-25_HV_6,2022-05-25,HV,2021-22,11,60.0,0.0,0,1,0,False
2022-05-25_HV_7,2022-05-25,HV,2021-22,11,60.0,29.518995719048714,1,2,1,False
2022-05-25_HV_8,2022-05-25,HV,2021-22,12,60.0,48.735395585856644,1,2,1,False
2022-05-25_HV_9,2022-05-25,HV,2021-22,10,60.0,0.0,0,1,0,False
2022-05-29_ST_1,2022-05-29,ST,2021-22,14,60.0,193.84955157615548,3,3,1,False
2022-05-29_ST_10,2022-05-29,ST,2021-22,13,60.0,0.0,0,1,0,False
2022-05-29_ST_2,2022-05-29,ST,2021-22,14,60.0,180.80630944799498,3,3,1,False
2022-05-29_ST_3,2022-05-29,ST,2021-22,10,60.0,166.6420327132481,3,3,1,False
2022-05-29_ST_4,2022-05-29,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-05-29_ST_5,2022-05-29,ST,2021-22,14,60.0,234.68947437405544,3,3,1,False
2022-05-29_ST_6,2022-05-29,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-05-29_ST_7,2022-05-29,ST,2021-22,9,60.0,44.05701301213928,1,2,1,False
2022-05-29_ST_8,2022-05-29,ST,2021-22,11,60.0,0.0,0,1,0,False
2022-05-29_ST_9,2022-05-29,ST,2021-22,14,60.0,28.06565519342833,1,2,1,False
2022-06-01_HV_1,2022-06-01,HV,2021-22,10,60.0,29.713157943186932,1,2,1,False
2022-06-01_HV_2,2022-06-01,HV,2021-22,12,60.0,72.55137171668514,1,2,1,False
2022-06-01_HV_3,2022-06-01,HV,2021-22,10,60.0,91.14235419826538,3,3,1,False
2022-06-01_HV_4,2022-06-01,HV,2021-22,12,60.0,61.438634842270396,1,2,1,False
2022-06-01_HV_5,2022-06-01,HV,2021-22,12,60.0,34.9537285463748,1,2,1,False
2022-06-01_HV_6,2022-06-01,HV,2021-22,9,60.0,55.27651550273087,1,2,1,False
2022-06-01_HV_7,2022-06-01,HV,2021-22,12,60.0,44.55361004407006,1,2,1,False
2022-06-01_HV_8,2022-06-01,HV,2021-22,12,60.0,130.5947954781024,3,3,1,False
2022-06-01_HV_9,2022-06-01,HV,2021-22,11,60.0,0.0,0,1,0,False
2022-06-05_ST_1,2022-06-05,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-06-05_ST_10,2022-06-05,ST,2021-22,11,60.0,51.06760884462939,1,2,1,False
2022-06-05_ST_2,2022-06-05,ST,2021-22,14,60.0,58.64935855823071,1,2,1,False
2022-06-05_ST_3,2022-06-05,ST,2021-22,13,60.0,47.074510370186324,1,2,1,False
2022-06-05_ST_4,2022-06-05,ST,2021-22,14,60.0,90.2277240796786,1,2,1,False
2022-06-05_ST_5,2022-06-05,ST,2021-22,12,60.0,62.74525539085391,1,2,1,False
2022-06-05_ST_6,2022-06-05,ST,2021-22,13,60.0,0.0,0,1,0,False
2022-06-05_ST_7,2022-06-05,ST,2021-22,10,60.0,0.0,0,1,0,False
2022-06-05_ST_8,2022-06-05,ST,2021-22,14,60.0,43.55376229602234,1,2,1,False
2022-06-05_ST_9,2022-06-05,ST,2021-22,13,60.0,66.02835283578221,1,2,1,False
2022-06-08_HV_1,2022-06-08,HV,2021-22,8,60.0,34.294341132570146,1,2,1,False
2022-06-08_HV_2,2022-06-08,HV,2021-22,12,60.0,77.30638982611275,1,2,1,False
2022-06-08_HV_3,2022-06-08,HV,2021-22,7,60.0,108.66223868650889,3,3,1,False
2022-06-08_HV_4,2022-06-08,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-08_HV_5,2022-06-08,HV,2021-22,12,60.0,181.51970582290633,3,3,1,False
2022-06-08_HV_6,2022-06-08,HV,2021-22,11,60.0,28.8824133465166,1,2,1,False
2022-06-08_HV_7,2022-06-08,HV,2021-22,12,60.0,31.016717332987447,1,2,1,False
2022-06-08_HV_8,2022-06-08,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-08_HV_9,2022-06-08,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-12_ST_1,2022-06-12,ST,2021-22,10,60.0,50.315202147186966,1,2,1,False
2022-06-12_ST_10,2022-06-12,ST,2021-22,14,60.0,179.01225412274846,3,3,1,False
2022-06-12_ST_11,2022-06-12,ST,2021-22,12,60.0,69.11537772656852,1,2,1,False
2022-06-12_ST_2,2022-06-12,ST,2021-22,14,60.0,113.43304910434944,1,2,1,False
2022-06-12_ST_3,2022-06-12,ST,2021-22,12,60.0,91.59706454361513,1,2,1,False
2022-06-12_ST_4,2022-06-12,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-12_ST_5,2022-06-12,ST,2021-22,14,60.0,43.45856044760177,1,2,1,False
2022-06-12_ST_6,2022-06-12,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-12_ST_7,2022-06-12,ST,2021-22,11,60.0,41.9664047653835,1,2,1,False
2022-06-12_ST_8,2022-06-12,ST,2021-22,9,60.0,168.75576840593789,3,3,1,False
2022-06-12_ST_9,2022-06-12,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-06-19_ST_1,2022-06-19,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-06-19_ST_10,2022-06-19,ST,2021-22,13,60.0,134.23749296471544,3,3,1,False
2022-06-19_ST_2,2022-06-19,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-19_ST_3,2022-06-19,ST,2021-22,14,60.0,17.534275334064326,1,2,1,False
2022-06-19_ST_4,2022-06-19,ST,2021-22,14,60.0,55.069713263106884,1,2,1,False
2022-06-19_ST_5,2022-06-19,ST,2021-22,11,60.0,42.13929548403447,1,2,1,False
2022-06-19_ST_6,2022-06-19,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-19_ST_7,2022-06-19,ST,2021-22,9,60.0,0.0,0,1,0,False
2022-06-19_ST_8,2022-06-19,ST,2021-22,14,60.0,144.60160775359049,3,3,1,False
2022-06-19_ST_9,2022-06-19,ST,2021-22,13,60.0,109.23102754950237,1,2,1,False
2022-06-22_HV_1,2022-06-22,HV,2021-22,12,60.0,197.37963969293725,3,3,1,False
2022-06-22_HV_2,2022-06-22,HV,2021-22,12,60.0,166.18659975185454,3,3,1,False
2022-06-22_HV_3,2022-06-22,HV,2021-22,12,60.0,50.99356005373728,1,2,1,False
2022-06-22_HV_4,2022-06-22,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-22_HV_5,2022-06-22,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-22_HV_6,2022-06-22,HV,2021-22,12,60.0,44.41032472538847,1,2,1,False
2022-06-22_HV_7,2022-06-22,HV,2021-22,12,60.0,41.04407288493221,1,2,1,False
2022-06-22_HV_8,2022-06-22,HV,2021-22,12,60.0,69.39587005184848,1,2,1,False
2022-06-22_HV_9,2022-06-22,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-25_ST_1,2022-06-25,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-25_ST_10,2022-06-25,ST,2021-22,14,60.0,60.73548898909404,1,2,1,False
2022-06-25_ST_2,2022-06-25,ST,2021-22,13,60.0,48.89149329376992,1,2,1,False
2022-06-25_ST_3,2022-06-25,ST,2021-22,14,60.0,73.56566739544208,1,2,1,False
2022-06-25_ST_4,2022-06-25,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-06-25_ST_5,2022-06-25,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-06-25_ST_6,2022-06-25,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-06-25_ST_7,2022-06-25,ST,2021-22,12,60.0,138.8576113800482,3,3,1,False
2022-06-25_ST_8,2022-06-25,ST,2021-22,13,60.0,82.81195622200238,1,2,1,False
2022-06-25_ST_9,2022-06-25,ST,2021-22,11,60.0,0.0,0,1,0,False
2022-06-28_HV_1,2022-06-28,HV,2021-22,12,60.0,78.55519261933998,1,2,1,False
2022-06-28_HV_2,2022-06-28,HV,2021-22,11,60.0,47.165217028685646,1,2,1,False
2022-06-28_HV_3,2022-06-28,HV,2021-22,12,60.0,42.889307353751036,1,2,1,False
2022-06-28_HV_4,2022-06-28,HV,2021-22,12,60.0,50.682942268909464,1,2,1,False
2022-06-28_HV_5,2022-06-28,HV,2021-22,11,60.0,58.99539659354645,1,2,1,False
2022-06-28_HV_6,2022-06-28,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-06-28_HV_7,2022-06-28,HV,2021-22,12,60.0,38.3440654022179,1,2,1,False
2022-06-28_HV_8,2022-06-28,HV,2021-22,12,60.0,96.28438371743029,1,2,1,False
2022-07-01_ST_1,2022-07-01,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-07-01_ST_10,2022-07-01,ST,2021-22,12,60.0,32.36786262106437,1,2,1,False
2022-07-01_ST_2,2022-07-01,ST,2021-22,12,60.0,86.07233471838575,1,2,1,False
2022-07-01_ST_3,2022-07-01,ST,2021-22,9,60.0,172.04420136154795,3,3,1,False
2022-07-01_ST_4,2022-07-01,ST,2021-22,14,60.0,139.0830916597992,1,2,1,False
2022-07-01_ST_5,2022-07-01,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-01_ST_6,2022-07-01,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-01_ST_7,2022-07-01,ST,2021-22,10,60.0,0.0,0,1,0,False
2022-07-01_ST_8,2022-07-01,ST,2021-22,12,60.0,34.814169494867976,1,2,1,False
2022-07-01_ST_9,2022-07-01,ST,2021-22,13,60.0,0.0,0,1,0,False
2022-07-06_HV_1,2022-07-06,HV,2021-22,12,60.0,49.63094501770307,1,2,1,False
2022-07-06_HV_2,2022-07-06,HV,2021-22,11,60.0,32.46103933647928,1,2,1,False
2022-07-06_HV_3,2022-07-06,HV,2021-22,11,60.0,39.41906983296785,1,2,1,False
2022-07-06_HV_4,2022-07-06,HV,2021-22,10,60.0,24.52781934213391,1,2,1,False
2022-07-06_HV_5,2022-07-06,HV,2021-22,11,60.0,49.505511291749144,1,2,1,False
2022-07-06_HV_6,2022-07-06,HV,2021-22,12,60.0,68.25546939261163,1,2,1,False
2022-07-06_HV_7,2022-07-06,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-06_HV_8,2022-07-06,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-06_HV_9,2022-07-06,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-10_ST_1,2022-07-10,ST,2021-22,7,60.0,21.4003269616308,1,2,1,False
2022-07-10_ST_10,2022-07-10,ST,2021-22,13,60.0,173.7805021810746,3,3,1,False
2022-07-10_ST_2,2022-07-10,ST,2021-22,12,60.0,50.43511796740189,1,2,1,False
2022-07-10_ST_3,2022-07-10,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-07-10_ST_4,2022-07-10,ST,2021-22,14,60.0,247.15992349368395,3,3,1,False
2022-07-10_ST_5,2022-07-10,ST,2021-22,12,60.0,0.0,0,0,0,False
2022-07-10_ST_6,2022-07-10,ST,2021-22,14,60.0,35.84678789799721,1,2,1,False
2022-07-10_ST_7,2022-07-10,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-10_ST_8,2022-07-10,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-07-10_ST_9,2022-07-10,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-07-13_HV_1,2022-07-13,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-13_HV_2,2022-07-13,HV,2021-22,12,60.0,40.93989302569968,1,2,1,False
2022-07-13_HV_3,2022-07-13,HV,2021-22,12,60.0,38.45257956636019,1,2,1,False
2022-07-13_HV_4,2022-07-13,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-13_HV_5,2022-07-13,HV,2021-22,11,60.0,35.648529235479536,1,2,1,False
2022-07-13_HV_6,2022-07-13,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-13_HV_7,2022-07-13,HV,2021-22,12,60.0,83.11689015922947,1,2,1,False
2022-07-13_HV_8,2022-07-13,HV,2021-22,12,60.0,32.218561670495546,1,2,1,False
2022-07-13_HV_9,2022-07-13,HV,2021-22,12,60.0,0.0,0,1,0,False
2022-07-16_ST_1,2022-07-16,ST,2021-22,14,60.0,0.0,0,0,0,False
2022-07-16_ST_10,2022-07-16,ST,2021-22,12,60.0,0.0,0,1,0,False
2022-07-16_ST_11,2022-07-16,ST,2021-22,14,60.0,30.183295021490384,1,2,1,False
2022-07-16_ST_2,2022-07-16,ST,2021-22,14,60.0,46.48253133874499,1,2,1,False
2022-07-16_ST_3,2022-07-16,ST,2021-22,14,60.0,121.1126606273143,1,2,1,False
2022-07-16_ST_4,2022-07-16,ST,2021-22,14,60.0,25.919666868541025,1,2,1,False
2022-07-16_ST_5,2022-07-16,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-16_ST_6,2022-07-16,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-16_ST_7,2022-07-16,ST,2021-22,14,60.0,0.0,0,1,0,False
2022-07-16_ST_8,2022-07-16,ST,2021-22,11,60.0,101.82916990771488,3,3,1,False
2022-07-16_ST_9,2022-07-16,ST,2021-22,14,60.0,29.126473824285906,1,2,1,False
2022-09-11_ST_1,2022-09-11,ST,2022-23,14,60.0,37.243554037331194,1,2,1,False
2022-09-11_ST_10,2022-09-11,ST,2022-23,14,60.0,0.0,0,0,0,False
2022-09-11_ST_2,2022-09-11,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-11_ST_3,2022-09-11,ST,2022-23,14,60.0,33.10404837906186,1,2,1,False
2022-09-11_ST_4,2022-09-11,ST,2022-23,10,60.0,46.395709413780374,1,2,1,False
2022-09-11_ST_5,2022-09-11,ST,2022-23,14,60.0,53.68158354512107,1,2,1,False
2022-09-11_ST_6,2022-09-11,ST,2022-23,14,60.0,74.48354145699024,1,2,1,False
2022-09-11_ST_7,2022-09-11,ST,2022-23,13,60.0,0.0,0,1,0,False
2022-09-11_ST_8,2022-09-11,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-11_ST_9,2022-09-11,ST,2022-23,11,60.0,65.35627688749489,1,2,1,False
2022-09-14_HV_1,2022-09-14,HV,2022-23,9,60.0,0.0,0,1,0,False
2022-09-14_HV_2,2022-09-14,HV,2022-23,10,60.0,40.9745768983302,1,2,1,False
2022-09-14_HV_3,2022-09-14,HV,2022-23,10,60.0,134.7032982608777,3,3,1,False
2022-09-14_HV_4,2022-09-14,HV,2022-23,12,60.0,0.0,0,1,0,False
2022-09-14_HV_5,2022-09-14,HV,2022-23,11,60.0,34.51840171603859,1,2,1,False
2022-09-14_HV_6,2022-09-14,HV,2022-23,11,60.0,75.29209909890344,1,2,1,False
2022-09-14_HV_7,2022-09-14,HV,2022-23,12,60.0,41.543801276306304,1,2,1,False
2022-09-14_HV_8,2022-09-14,HV,2022-23,12,60.0,74.64202638723232,1,2,1,False
2022-09-18_ST_1,2022-09-18,ST,2022-23,8,60.0,132.97086524298436,3,3,1,False
2022-09-18_ST_10,2022-09-18,ST,2022-23,13,60.0,76.51683310975375,1,2,1,False
2022-09-18_ST_2,2022-09-18,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-18_ST_3,2022-09-18,ST,2022-23,8,60.0,32.43460590162863,1,2,1,False
2022-09-18_ST_4,2022-09-18,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-18_ST_5,2022-09-18,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-18_ST_6,2022-09-18,ST,2022-23,13,60.0,0.0,0,0,0,False
2022-09-18_ST_7,2022-09-18,ST,2022-23,9,60.0,45.415297868529365,1,2,1,False
2022-09-18_ST_8,2022-09-18,ST,2022-23,12,60.0,220.65012536441273,3,3,1,False
2022-09-18_ST_9,2022-09-18,ST,2022-23,9,60.0,36.87282384105473,1,2,1,False
2022-09-21_HV_1,2022-09-21,HV,2022-23,9,60.0,32.663925922719464,1,2,1,False
2022-09-21_HV_2,2022-09-21,HV,2022-23,8,60.0,37.74518084257082,1,2,1,False
2022-09-21_HV_3,2022-09-21,HV,2022-23,8,60.0,41.95056767994229,1,2,1,False
2022-09-21_HV_4,2022-09-21,HV,2022-23,12,60.0,42.49385883783522,1,2,1,False
2022-09-21_HV_5,2022-09-21,HV,2022-23,11,60.0,0.0,0,1,0,False
2022-09-21_HV_6,2022-09-21,HV,2022-23,9,60.0,0.0,0,1,0,False
2022-09-21_HV_7,2022-09-21,HV,2022-23,9,60.0,0.0,0,1,0,False
2022-09-21_HV_8,2022-09-21,HV,2022-23,12,60.0,63.164363839022386,1,2,1,False
2022-09-25_ST_1,2022-09-25,ST,2022-23,9,60.0,27.723014138242405,1,2,1,False
2022-09-25_ST_10,2022-09-25,ST,2022-23,12,60.0,70.5348311203824,1,2,1,False
2022-09-25_ST_2,2022-09-25,ST,2022-23,14,60.0,62.911299906007,1,2,1,False
2022-09-25_ST_4,2022-09-25,ST,2022-23,12,60.0,42.596718620530524,1,2,1,False
2022-09-25_ST_5,2022-09-25,ST,2022-23,12,60.0,72.30393594258656,1,2,1,False
2022-09-25_ST_6,2022-09-25,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-25_ST_7,2022-09-25,ST,2022-23,12,60.0,66.63784486611974,1,2,1,False
2022-09-25_ST_8,2022-09-25,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-25_ST_9,2022-09-25,ST,2022-23,14,60.0,0.0,0,1,0,False
2022-09-28_HV_1,2022-09-28,HV,2022-23,12,60.0,0.0,0,1,0,False
2022-09-28_HV_2,2022-09-28,HV,2022-23,10,60.0,0.0,0,1,0,False
2022-09-28_HV_3,2022-09-28,HV,2022-23,11,60.0,69.93801036067147,1,2,1,False
2022-09-28_HV_4,2022-09-28,HV,2022-23,12,60.0,78.13129854458934,1,2,1,False
2022-09-28_HV_5,2022-09-28,HV,2022-23,12,60.0,32.58751222460338,1,2,1,False
2022-09-28_HV_6,2022-09-28,HV,2022-23,10,60.0,53.26858858128426,1,2,1,False
2022-09-28_HV_7,2022-09-28,HV,2022-23,10,60.0,49.90309528925058,1,2,1,False
2022-09-28_HV_8,2022-09-28,HV,2022-23,11,60.0,28.696515082631166,1,2,1,False
2022-10-01_ST_1,2022-10-01,ST,2022-23,11,60.0,0.0,0,1,0,False
